"lon","lat","city","city_state"
NA,NA,"STANDARD","STANDARD, CA"
NA,NA,"TWENTYNIN PLM","TWENTYNIN PLM, CA"
NA,NA,"SHERIDAN","SHERIDAN, CA"
NA,NA,"SAN JUSN CAPISTRANO","SAN JUSN CAPISTRANO, CA"
NA,NA,"YANKEE HILL","YANKEE HILL, CA"
NA,NA,"SOULSBYVILLE","SOULSBYVILLE, CA"
NA,NA,"WESTLAKE VLG","WESTLAKE VLG, CA"
NA,NA,"LA HABRA HTS.","LA HABRA HTS., CA"
NA,NA,"HUGHSON","HUGHSON, CA"
NA,NA,"LOS ALAMOS","LOS ALAMOS, CA"
NA,NA,"LAGUNA MIGUEL","LAGUNA MIGUEL, CA"
NA,NA,"RIO OSO","RIO OSO, CA"
NA,NA,"SAN  DIEGO","SAN  DIEGO, CA"
NA,NA,"YOUNTVILLE","YOUNTVILLE, CA"
NA,NA,"THERMAL","THERMAL, CA"
NA,NA,"LLANO","LLANO, CA"
NA,NA,"WARSONVILLE","WARSONVILLE, CA"
NA,NA,"MERCRD","MERCRD, CA"
NA,NA,"SIMI VALLEY, CA","SIMI VALLEY, CA, CA"
NA,NA,"CENTURY CITY","CENTURY CITY, CA"
NA,NA,"DARWIN","DARWIN, CA"
NA,NA,"GUADALUPE","GUADALUPE, CA"
NA,NA,"HAPPY CAMP,","HAPPY CAMP,, CA"
NA,NA,"GREENWOOD","GREENWOOD, CA"
NA,NA,"FARMINGTON","FARMINGTON, CA"
NA,NA,"CLEARLAKE OAKS","CLEARLAKE OAKS, CA"
NA,NA,"HUNTININGTON BEACH","HUNTININGTON BEACH, CA"
NA,NA,"ALBEMARLE","ALBEMARLE, CA"
NA,NA,"AGUANGA","AGUANGA, CA"
NA,NA,"INGLEWOOD","INGLEWOOD, CA"
NA,NA,"CALIFORNIA","CALIFORNIA, CA"
NA,NA,"ISLETON","ISLETON, CA"
NA,NA,"CEDAR GLEN","CEDAR GLEN, CA"
NA,NA,"SAN FRANICISCO","SAN FRANICISCO, CA"
NA,NA,"MOFFETT FIELD","MOFFETT FIELD, CA"
NA,NA,"INCLINE VILLAGE","INCLINE VILLAGE, CA"
NA,NA,"COLOMA","COLOMA, CA"
NA,NA,"AXUSA","AXUSA, CA"
NA,NA,"SO. PASADENA","SO. PASADENA, CA"
NA,NA,"REDWOOD CITRY","REDWOOD CITRY, CA"
NA,NA,"GREENFIELD","GREENFIELD, CA"
NA,NA,"PLS VRDS PNSL","PLS VRDS PNSL, CA"
NA,NA,"SAN DEIGO","SAN DEIGO, CA"
NA,NA,"WISHON","WISHON, CA"
NA,NA,"WALNJUT","WALNJUT, CA"
NA,NA,"ALTAVILLE","ALTAVILLE, CA"
NA,NA,"LOS ANGELSS","LOS ANGELSS, CA"
NA,NA,"LAMESA","LAMESA, CA"
NA,NA,"SKYFOREST","SKYFOREST, CA"
NA,NA,"BENTON","BENTON, CA"
NA,NA,"SAN MARTIN","SAN MARTIN, CA"
NA,NA,"PINE VALLEY","PINE VALLEY, CA"
NA,NA,"FOREST FALLS","FOREST FALLS, CA"
NA,NA,"SOUTH SAN FRANCISCO, CA","SOUTH SAN FRANCISCO, CA, CA"
NA,NA,"MT HAMILTON","MT HAMILTON, CA"
NA,NA,"CATHEDRAL","CATHEDRAL, CA"
NA,NA,"GUERNEVILLE","GUERNEVILLE, CA"
NA,NA,"LUCERNE","LUCERNE, CA"
NA,NA,"COOL","COOL, CA"
NA,NA,"TAYLORSVILLE","TAYLORSVILLE, CA"
NA,NA,"OAQKDALE","OAQKDALE, CA"
NA,NA,"DANVILE","DANVILE, CA"
NA,NA,"SAM DIEGO","SAM DIEGO, CA"
NA,NA,"LOSANGELES","LOSANGELES, CA"
NA,NA,"OCEANSIDE, CALIFORNIA","OCEANSIDE, CALIFORNIA, CA"
NA,NA,"LOTUS","LOTUS, CA"
NA,NA,"ST. HELENA","ST. HELENA, CA"
NA,NA,"NORTHRIDGR","NORTHRIDGR, CA"
NA,NA,"MT. VIEW","MT. VIEW, CA"
NA,NA,"SAN CVLEMENTE","SAN CVLEMENTE, CA"
NA,NA,"BANTA","BANTA, CA"
NA,NA,"TUSTIN RANCH","TUSTIN RANCH, CA"
NA,NA,"CALABSAS","CALABSAS, CA"
NA,NA,"LEONA VALLEY","LEONA VALLEY, CA"
NA,NA,"GEORGETOWN","GEORGETOWN, CA"
NA,NA,"PALA","PALA, CA"
NA,NA,"LOS ALTO","LOS ALTO, CA"
NA,NA,"SIERRR MADRE","SIERRR MADRE, CA"
NA,NA,"MENDOTA","MENDOTA, CA"
NA,NA,"CAQMPBELL","CAQMPBELL, CA"
NA,NA,"DOBBINS","DOBBINS, CA"
NA,NA,"CHINOHILLS","CHINOHILLS, CA"
NA,NA,"VUSTA","VUSTA, CA"
NA,NA,"ANZA","ANZA, CA"
NA,NA,"CHESTER","CHESTER, CA"
NA,NA,"KYBURZ","KYBURZ, CA"
NA,NA,"SOMERSET","SOMERSET, CA"
NA,NA,"GUSTINE","GUSTINE, CA"
NA,NA,"VANNUYS","VANNUYS, CA"
NA,NA,"KINGS BEACH","KINGS BEACH, CA"
NA,NA,"SAN FRSNCISCO","SAN FRSNCISCO, CA"
NA,NA,"SANTA ROSA,","SANTA ROSA,, CA"
NA,NA,"S PASADENA","S PASADENA, CA"
NA,NA,"PLYMOUTH","PLYMOUTH, CA"
NA,NA,"PLEASNTON","PLEASNTON, CA"
NA,NA,"LAGUNA BRACH","LAGUNA BRACH, CA"
NA,NA,"SHERMAN","SHERMAN, CA"
NA,NA,"RICHVALE","RICHVALE, CA"
NA,NA,"ANGELUS OAKS","ANGELUS OAKS, CA"
NA,NA,"GLENDALE,CA","GLENDALE,CA, CA"
NA,NA,"PIONEERTOWN","PIONEERTOWN, CA"
NA,NA,"W. COVINA","W. COVINA, CA"
NA,NA,"SAN SIMEON","SAN SIMEON, CA"
NA,NA,"TWAIN HARTE","TWAIN HARTE, CA"
NA,NA,"POTTER VALLEY","POTTER VALLEY, CA"
NA,NA,"YORBALINDA","YORBALINDA, CA"
NA,NA,"JENNER","JENNER, CA"
NA,NA,"SALIDA","SALIDA, CA"
NA,NA,"CAPAY","CAPAY, CA"
NA,NA,"SUGARLOAF","SUGARLOAF, CA"
NA,NA,"KERNVILLE","KERNVILLE, CA"
NA,NA,"GERBER","GERBER, CA"
NA,NA,"LAPALMA","LAPALMA, CA"
NA,NA,"PRUNEDALE","PRUNEDALE, CA"
NA,NA,"RANCHO SANTS FE","RANCHO SANTS FE, CA"
NA,NA,"WHEATLAND","WHEATLAND, CA"
NA,NA,"CANYON.COUNTRY","CANYON.COUNTRY, CA"
NA,NA,"LIKELY","LIKELY, CA"
NA,NA,"CAMPTONVILLE","CAMPTONVILLE, CA"
NA,NA,"GREENVILLE","GREENVILLE, CA"
NA,NA,"ROWLAND HGTS","ROWLAND HGTS, CA"
NA,NA,"RACKERBY","RACKERBY, CA"
NA,NA,"TWIN PEAKS","TWIN PEAKS, CA"
NA,NA,"PILOT HILL","PILOT HILL, CA"
NA,NA,"LOTON","LOTON, CA"
NA,NA,"HAMILTON CITY","HAMILTON CITY, CA"
NA,NA,"YUCIAPA","YUCIAPA, CA"
NA,NA,"ROBBINS","ROBBINS, CA"
NA,NA,"LADERA ROAD","LADERA ROAD, CA"
NA,NA,"ARLETA","ARLETA, CA"
NA,NA,"CANYON CNTRY","CANYON CNTRY, CA"
NA,NA,"PINE MOUNTAIN CLUB","PINE MOUNTAIN CLUB, CA"
NA,NA,"DEVORE HEIGHTS","DEVORE HEIGHTS, CA"
NA,NA,"BECKWOURTH","BECKWOURTH, CA"
NA,NA,"MOUNT SHASTA","MOUNT SHASTA, CA"
NA,NA,"BORONDEL REY","BORONDEL REY, CA"
NA,NA,"KING CITY","KING CITY, CA"
NA,NA,"DOUGLAS CITY","DOUGLAS CITY, CA"
NA,NA,"LYNWOOD","LYNWOOD, CA"
NA,NA,"PESCADERO","PESCADERO, CA"
NA,NA,"S LAKE TAHOE","S LAKE TAHOE, CA"
NA,NA,"HACIENDA HTS","HACIENDA HTS, CA"
NA,NA,"LONE PINE","LONE PINE, CA"
NA,NA,"LAPUENTE","LAPUENTE, CA"
NA,NA,"LATHROP","LATHROP, CA"
NA,NA,"GLENN","GLENN, CA"
NA,NA,"BAYSIDE","BAYSIDE, CA"
NA,NA,"MOUNTAIN VEIW","MOUNTAIN VEIW, CA"
NA,NA,"RCH PALOS VRD","RCH PALOS VRD, CA"
NA,NA,"RANCHO DOMINGUEZ","RANCHO DOMINGUEZ, CA"
NA,NA,"WOODLAND HLS","WOODLAND HLS, CA"
NA,NA,"MIDWAY","MIDWAY, CA"
NA,NA,"CALIPATRIA","CALIPATRIA, CA"
NA,NA,"VALLEY SPGS","VALLEY SPGS, CA"
NA,NA,"RICHGROVE","RICHGROVE, CA"
NA,NA,"LOS OLIVOS","LOS OLIVOS, CA"
NA,NA,"SIERRA CITY","SIERRA CITY, CA"
NA,NA,"SAM CLEMENTE","SAM CLEMENTE, CA"
NA,NA,"TRES PINOS","TRES PINOS, CA"
NA,NA,"BORREGO SPGS","BORREGO SPGS, CA"
NA,NA,"FRANKLIN","FRANKLIN, CA"
NA,NA,"SANTA CKARITA","SANTA CKARITA, CA"
NA,NA,"WOODACRE","WOODACRE, CA"
NA,NA,"MANTON","MANTON, CA"
NA,NA,"RCHO STA MARG","RCHO STA MARG, CA"
NA,NA,"FLOURNOY","FLOURNOY, CA"
NA,NA,"HAWAIIAN GARDENS","HAWAIIAN GARDENS, CA"
NA,NA,"LA GRANGE","LA GRANGE, CA"
NA,NA,"POINT ARENA","POINT ARENA, CA"
NA,NA,"ST HELENA","ST HELENA, CA"
NA,NA,"MACDOEL","MACDOEL, CA"
NA,NA,"SAN. DIEGO","SAN. DIEGO, CA"
NA,NA,"MARKLEEVILLE","MARKLEEVILLE, CA"
NA,NA,"WOODLAND HILLS,","WOODLAND HILLS,, CA"
NA,NA,"SAN  FRANCISCO","SAN  FRANCISCO, CA"
NA,NA,"CANOLA PARK","CANOLA PARK, CA"
NA,NA,"SACRAMENTI","SACRAMENTI, CA"
NA,NA,"BAKERSDIELD","BAKERSDIELD, CA"
NA,NA,"LO ANGELES","LO ANGELES, CA"
NA,NA,"RANCHO CORDOVA,","RANCHO CORDOVA,, CA"
NA,NA,"MILLBREA","MILLBREA, CA"
NA,NA,"CHICAGO","CHICAGO, CA"
NA,NA,"SEND MARCUS","SEND MARCUS, CA"
NA,NA,"LOS  ANGELES","LOS  ANGELES, CA"
NA,NA,"CUDAHY","CUDAHY, CA"
NA,NA,"AVERY","AVERY, CA"
NA,NA,"INDEPENDENCE","INDEPENDENCE, CA"
NA,NA,"BLAIRSDEN-GRAEAGLE","BLAIRSDEN-GRAEAGLE, CA"
NA,NA,"ONOL","ONOL, CA"
NA,NA,"SHERWOOD FOREST","SHERWOOD FOREST, CA"
NA,NA,"FLINTRIDGE","FLINTRIDGE, CA"
NA,NA,"FOUNTAIN CALLEY","FOUNTAIN CALLEY, CA"
NA,NA,"NEWBERRY SPRINGS","NEWBERRY SPRINGS, CA"
NA,NA,"SIMI VALKEY","SIMI VALKEY, CA"
NA,NA,"BELL","BELL, CA"
NA,NA,"TRINITY CENTER","TRINITY CENTER, CA"
NA,NA,"OCOTILLO","OCOTILLO, CA"
NA,NA,"VILLI PARK","VILLI PARK, CA"
NA,NA,"SAN DIRGO","SAN DIRGO, CA"
NA,NA,"MOUNT LAGUNA","MOUNT LAGUNA, CA"
NA,NA,"NEWMAN","NEWMAN, CA"
NA,NA,"SAN JUAN","SAN JUAN, CA"
NA,NA,"NEWPORT BEACCH","NEWPORT BEACCH, CA"
NA,NA,"SIMI","SIMI, CA"
NA,NA,"ETIWANDA","ETIWANDA, CA"
NA,NA,"RAN HOME CUCAMONGA","RAN HOME CUCAMONGA, CA"
NA,NA,"DEL REY OAKS","DEL REY OAKS, CA"
NA,NA,"SAN YSIDRO","SAN YSIDRO, CA"
NA,NA,"GUALALA","GUALALA, CA"
NA,NA,"SEELEY","SEELEY, CA"
NA,NA,"DSRT HOT SPGS","DSRT HOT SPGS, CA"
NA,NA,"SARAMENTO","SARAMENTO, CA"
NA,NA,"LACANADA FLINT","LACANADA FLINT, CA"
NA,NA,"SEAL BEACH.","SEAL BEACH., CA"
NA,NA,"RANDSBURG","RANDSBURG, CA"
NA,NA,"COROADO","COROADO, CA"
NA,NA,"MILFORD","MILFORD, CA"
NA,NA,"MIDDLETOWN","MIDDLETOWN, CA"
NA,NA,"CHINO, CA.","CHINO, CA., CA"
NA,NA,"FAIR IAKS","FAIR IAKS, CA"
NA,NA,"IVANHOE","IVANHOE, CA"
NA,NA,"SIMI CALLEY","SIMI CALLEY, CA"
NA,NA,"TENACHAPI","TENACHAPI, CA"
NA,NA,"TEHAMA","TEHAMA, CA"
NA,NA,"KAGEL CANYON","KAGEL CANYON, CA"
NA,NA,"NEW YORK","NEW YORK, CA"
NA,NA,"PINECREST","PINECREST, CA"
NA,NA,"EAGLE ROCK","EAGLE ROCK, CA"
NA,NA,"MENDOCINO","MENDOCINO, CA"
NA,NA,"KNIGHTS LANDING","KNIGHTS LANDING, CA"
NA,NA,"OREGON HOUSE","OREGON HOUSE, CA"
NA,NA,"ENCINTAS","ENCINTAS, CA"
NA,NA,"SAN JUAN CAP'O","SAN JUAN CAP'O, CA"
NA,NA,"COHASSET","COHASSET, CA"
NA,NA,"TEMECULS","TEMECULS, CA"
NA,NA,"HUNTINGTON PARK","HUNTINGTON PARK, CA"
NA,NA,"OAK RUN","OAK RUN, CA"
NA,NA,"HARMONY","HARMONY, CA"
NA,NA,"LEBEC","LEBEC, CA"
NA,NA,"GREEN VALLEY","GREEN VALLEY, CA"
NA,NA,"ORCUTT","ORCUTT, CA"
NA,NA,"HUNTINGYON BEACH","HUNTINGYON BEACH, CA"
NA,NA,"TRAVIS AFB","TRAVIS AFB, CA"
NA,NA,"HEMEY","HEMEY, CA"
NA,NA,"STOCTON","STOCTON, CA"
NA,NA,"CROWS LANDING","CROWS LANDING, CA"
NA,NA,"CONWAY","CONWAY, CA"
NA,NA,"LOS ALAMINITOS","LOS ALAMINITOS, CA"
NA,NA,"TEMECUKA","TEMECUKA, CA"
NA,NA,"MILPITAD","MILPITAD, CA"
NA,NA,"ELDORADO HILLS","ELDORADO HILLS, CA"
NA,NA,"SIOUX FALLS","SIOUX FALLS, CA"
NA,NA,"W. SACRAMENTO","W. SACRAMENTO, CA"
NA,NA,"SV","SV, CA"
NA,NA,"SSN DIEGO","SSN DIEGO, CA"
NA,NA,"BIG BEAR  LAKE","BIG BEAR  LAKE, CA"
NA,NA,"PACIFIC PALISADED","PACIFIC PALISADED, CA"
NA,NA,"SUNNNYVALE","SUNNNYVALE, CA"
NA,NA,"BELLGARDENS","BELLGARDENS, CA"
NA,NA,"CITRUS HTS.","CITRUS HTS., CA"
NA,NA,"ROLLING HILLS ESTATE","ROLLING HILLS ESTATE, CA"
NA,NA,"ROMOLAND","ROMOLAND, CA"
NA,NA,"TEHACAPI","TEHACAPI, CA"
NA,NA,"SAN MARCOS`","SAN MARCOS`, CA"
NA,NA,"SAN RAFAEL.","SAN RAFAEL., CA"
NA,NA,"VENICE BEACH","VENICE BEACH, CA"
NA,NA,"COSTA MEASA","COSTA MEASA, CA"
NA,NA,"CANYONDAM","CANYONDAM, CA"
NA,NA,"GAZELLE","GAZELLE, CA"
NA,NA,"SUNOL","SUNOL, CA"
NA,NA,"VALLEY CENTET","VALLEY CENTET, CA"
NA,NA,"B.H.","B.H., CA"
NA,NA,"LAGUNA HILLS,","LAGUNA HILLS,, CA"
NA,NA,"GLENFORA","GLENFORA, CA"
NA,NA,"WEIMAR","WEIMAR, CA"
NA,NA,"LOUDON","LOUDON, CA"
NA,NA,"BURINGAME","BURINGAME, CA"
NA,NA,"CALIF","CALIF, CA"
NA,NA,"DAVENPORT","DAVENPORT, CA"
NA,NA,"FELTON","FELTON, CA"
NA,NA,"PALOS VERDES ESTATESC","PALOS VERDES ESTATESC, CA"
NA,NA,"CITRUS HEUGHTS","CITRUS HEUGHTS, CA"
NA,NA,"SHADOW HILLS, CA","SHADOW HILLS, CA, CA"
NA,NA,"MOUNTAIN CTR","MOUNTAIN CTR, CA"
NA,NA,"RPV","RPV, CA"
NA,NA,"SO LAKE TAHOE","SO LAKE TAHOE, CA"
NA,NA,"WARMER SPRINGS","WARMER SPRINGS, CA"
NA,NA,"PALMDALE,","PALMDALE,, CA"
NA,NA,"GARFENA","GARFENA, CA"
NA,NA,"BODEGA BAY","BODEGA BAY, CA"
NA,NA,"N. HOLLYWOOD","N. HOLLYWOOD, CA"
NA,NA,"BEL TIBURON","BEL TIBURON, CA"
NA,NA,"SO SAN FRANCISCO","SO SAN FRANCISCO, CA"
NA,NA,"FOTSER CITY","FOTSER CITY, CA"
NA,NA,"HIGHLND","HIGHLND, CA"
NA,NA,"CHULA VISTA,","CHULA VISTA,, CA"
NA,NA,"FPO AP","FPO AP, CA"
NA,NA,"SANDIMAS","SANDIMAS, CA"
NA,NA,"HORNBROOK","HORNBROOK, CA"
NA,NA,"MELBOURNE","MELBOURNE, CA"
NA,NA,"MORONGO VLY","MORONGO VLY, CA"
NA,NA,"LANCASTER CALIFORNIA","LANCASTER CALIFORNIA, CA"
NA,NA,"AURORA","AURORA, CA"
NA,NA,"IOWA HILL","IOWA HILL, CA"
NA,NA,"DEL MARCA","DEL MARCA, CA"
NA,NA,"ACWORTH","ACWORTH, CA"
NA,NA,"SAN JUAN CAP.","SAN JUAN CAP., CA"
NA,NA,"HERLONG","HERLONG, CA"
NA,NA,"PALMDAE","PALMDAE, CA"
NA,NA,"FART BRAGG","FART BRAGG, CA"
NA,NA,"THOUSAND PLMS","THOUSAND PLMS, CA"
NA,NA,"MCFARLAND","MCFARLAND, CA"
NA,NA,"FORKS OF SALMON","FORKS OF SALMON, CA"
NA,NA,"MOCESTO","MOCESTO, CA"
NA,NA,"RIVERFSIDE","RIVERFSIDE, CA"
NA,NA,"HILLSOROUGH","HILLSOROUGH, CA"
NA,NA,"LAKEVIEW TERRACE","LAKEVIEW TERRACE, CA"
NA,NA,"NORTH SAN JUAN","NORTH SAN JUAN, CA"
NA,NA,"TOLLHOUSE","TOLLHOUSE, CA"
NA,NA,"LOS ANGLES","LOS ANGLES, CA"
NA,NA,"ONYX","ONYX, CA"
NA,NA,"HAPPY CAMP","HAPPY CAMP, CA"
NA,NA,"SANMATEO","SANMATEO, CA"
NA,NA,"SANCLEMENTE","SANCLEMENTE, CA"
NA,NA,"FORT IRWIN","FORT IRWIN, CA"
NA,NA,"SANTA YNES","SANTA YNES, CA"
NA,NA,"MAR VISTA","MAR VISTA, CA"
NA,NA,"TUOLUMNE","TUOLUMNE, CA"
NA,NA,"ELK CREEK","ELK CREEK, CA"
NA,NA,"WESTLAKE VLG.","WESTLAKE VLG., CA"
NA,NA,"FARMERSVILLE","FARMERSVILLE, CA"
NA,NA,"EAST GARRISON","EAST GARRISON, CA"
NA,NA,"PAHRUMP","PAHRUMP, CA"
NA,NA,"HERMOSA BEACH DR.","HERMOSA BEACH DR., CA"
NA,NA,"ANNAPOLIS","ANNAPOLIS, CA"
NA,NA,"WOODY","WOODY, CA"
NA,NA,"SHERMAN  OAKS","SHERMAN  OAKS, CA"
NA,NA,"WEST HILL","WEST HILL, CA"
NA,NA,"LIVE OSK","LIVE OSK, CA"
NA,NA,"PACIFIC PLSDS","PACIFIC PLSDS, CA"
NA,NA,"MIRAMONTE","MIRAMONTE, CA"
NA,NA,"ALBION","ALBION, CA"
NA,NA,"REDWOOD VLY","REDWOOD VLY, CA"
NA,NA,"PALERMO","PALERMO, CA"
NA,NA,"SUMMERLAND","SUMMERLAND, CA"
NA,NA,"HORNITOS","HORNITOS, CA"
NA,NA,"STINSON BEACH","STINSON BEACH, CA"
NA,NA,"SAN LUIS REY","SAN LUIS REY, CA"
NA,NA,"BLRSDN GREAGL","BLRSDN GREAGL, CA"
NA,NA,"GREATER SAN DIEGO AREA","GREATER SAN DIEGO AREA, CA"
NA,NA,"RISEVILLE","RISEVILLE, CA"
NA,NA,"DELHI","DELHI, CA"
NA,NA,"BANGOR","BANGOR, CA"
NA,NA,"CARDIFF-BY-THE-SEA","CARDIFF-BY-THE-SEA, CA"
NA,NA,"GORMAN","GORMAN, CA"
NA,NA,"HOLT","HOLT, CA"
NA,NA,"TRONA","TRONA, CA"
NA,NA,"RCHO SANTA FE","RCHO SANTA FE, CA"
NA,NA,"WHITTIER, CA","WHITTIER, CA, CA"
NA,NA,"PHILLIPS RANCH","PHILLIPS RANCH, CA"
NA,NA,"CASTELLA","CASTELLA, CA"
NA,NA,"CARLOTTA","CARLOTTA, CA"
NA,NA,"FIREBAUGH","FIREBAUGH, CA"
NA,NA,"FALUN","FALUN, CA"
NA,NA,"SANDIEGO","SANDIEGO, CA"
NA,NA,"HUNTIINGTON BEACH","HUNTIINGTON BEACH, CA"
NA,NA,"LOLETA","LOLETA, CA"
NA,NA,"SHELL BEACH","SHELL BEACH, CA"
NA,NA,"MONTGOMERY CREEK","MONTGOMERY CREEK, CA"
NA,NA,"SACRMENTO","SACRMENTO, CA"
NA,NA,"ARAVACA,MADRID,SPAIN","ARAVACA,MADRID,SPAIN, CA"
NA,NA,"ANAHIEM","ANAHIEM, CA"
NA,NA,"-4086","-4086, CA"
NA,NA,"COWAN HEIGHTS","COWAN HEIGHTS, CA"
NA,NA,"COSTA  MESA","COSTA  MESA, CA"
NA,NA,"M. V.","M. V., CA"
NA,NA,"HUNTINGTON. BEACH","HUNTINGTON. BEACH, CA"
NA,NA,"BORREGO. SPRIINGS","BORREGO. SPRIINGS, CA"
NA,NA,"FREMONT.","FREMONT., CA"
NA,NA,"VISAILA","VISAILA, CA"
NA,NA,"CALIF CITY","CALIF CITY, CA"
NA,NA,"APO  AP","APO  AP, CA"
NA,NA,"CHIRIACO SUMMIT","CHIRIACO SUMMIT, CA"
NA,NA,"CARSBAD","CARSBAD, CA"
NA,NA,"RSMONA","RSMONA, CA"
NA,NA,"LA QUIMTA","LA QUIMTA, CA"
NA,NA,"HICKMAN","HICKMAN, CA"
NA,NA,"VICTORVILE","VICTORVILE, CA"
NA,NA,"EDISON","EDISON, CA"
NA,NA,"PALOS VERDES ESTATE","PALOS VERDES ESTATE, CA"
NA,NA,"MTN. VIEW","MTN. VIEW, CA"
NA,NA,"ANTELOPE ACRESS","ANTELOPE ACRESS, CA"
NA,NA,"DUNNIGAN","DUNNIGAN, CA"
NA,NA,"LOS ANGELES Y","LOS ANGELES Y, CA"
NA,NA,"CAMP CONNELL","CAMP CONNELL, CA"
NA,NA,"TUSTIN, CA 92780","TUSTIN, CA 92780, CA"
NA,NA,"SAN ARDO","SAN ARDO, CA"
NA,NA,"FOREST RANCH","FOREST RANCH, CA"
NA,NA,"FREMONT CITY","FREMONT CITY, CA"
NA,NA,"ALHAMBRA, CA","ALHAMBRA, CA, CA"
NA,NA,"NWEHALL","NWEHALL, CA"
NA,NA,"6980 MERCURY PLACE","6980 MERCURY PLACE, CA"
NA,NA,"SKY VALLEY","SKY VALLEY, CA"
NA,NA,"GUATAY","GUATAY, CA"
NA,NA,"SAO PAULO","SAO PAULO, CA"
NA,NA,"OLYMPIC VALLEY","OLYMPIC VALLEY, CA"
NA,NA,"A","A, CA"
NA,NA,"BIEBER","BIEBER, CA"
NA,NA,"FPO. AP","FPO. AP, CA"
NA,NA,"SELECT A CITY","SELECT A CITY, CA"
NA,NA,"VICTOR","VICTOR, CA"
NA,NA,"LEMON COVE","LEMON COVE, CA"
NA,NA,"CALIFORNIA HOT SPRINGS","CALIFORNIA HOT SPRINGS, CA"
NA,NA,"SAN JALINTE","SAN JALINTE, CA"
NA,NA,"BAKERFIELD","BAKERFIELD, CA"
NA,NA,"CUTTEN","CUTTEN, CA"
NA,NA,"YERMO","YERMO, CA"
NA,NA,"SPRECKELS","SPRECKELS, CA"
NA,NA,"EL TORO","EL TORO, CA"
NA,NA,"WELDON","WELDON, CA"
NA,NA,"TERRA BELLA","TERRA BELLA, CA"
NA,NA,"LAGUNA","LAGUNA, CA"
NA,NA,"CARY","CARY, CA"
NA,NA,"PLANTITION","PLANTITION, CA"
NA,NA,"CORO DE CAZA","CORO DE CAZA, CA"
NA,NA,"S EL MONTE","S EL MONTE, CA"
NA,NA,"RCH CUCAMONGA","RCH CUCAMONGA, CA"
NA,NA,"SPRING VALLEY LAKE","SPRING VALLEY LAKE, CA"
NA,NA,"SAN JOAQUIN","SAN JOAQUIN, CA"
NA,NA,"MARINA DL REY","MARINA DL REY, CA"
NA,NA,"MC KITTRICK","MC KITTRICK, CA"
NA,NA,"LOS. GATOS","LOS. GATOS, CA"
NA,NA,"PACIFIC  PALISFED","PACIFIC  PALISFED, CA"
NA,NA,"NAPLES","NAPLES, CA"
NA,NA,"SANTA BABRARA","SANTA BABRARA, CA"
NA,NA,"MC FARLAND","MC FARLAND, CA"
NA,NA,"NEWPORT BEAC","NEWPORT BEAC, CA"
NA,NA,"MONTE SERENA","MONTE SERENA, CA"
NA,NA,"SPRINGFIELD","SPRINGFIELD, CA"
NA,NA,"ESCONDIDO, CA","ESCONDIDO, CA, CA"
NA,NA,"LEGUNA BEACH","LEGUNA BEACH, CA"
NA,NA,"CUPETINO","CUPETINO, CA"
NA,NA,"PORTOLA VALLY","PORTOLA VALLY, CA"
NA,NA,"SAN RAFAAEL","SAN RAFAAEL, CA"
NA,NA,"UNIVERSITY PLACE","UNIVERSITY PLACE, CA"
NA,NA,"VERNALIS","VERNALIS, CA"
NA,NA,"LAKE OSWEGO","LAKE OSWEGO, CA"
NA,NA,"NAPA VALLEY","NAPA VALLEY, CA"
NA,NA,"RAHCHO SANTA FE","RAHCHO SANTA FE, CA"
NA,NA,"ASHBURTON","ASHBURTON, CA"
NA,NA,"LAKE MATHEWS","LAKE MATHEWS, CA"
NA,NA,"NICE","NICE, CA"
NA,NA,"LAKE FOREST CA. 92630","LAKE FOREST CA. 92630, CA"
NA,NA,"MECCA","MECCA, CA"
NA,NA,"CARNELIAN BAY","CARNELIAN BAY, CA"
NA,NA,"GREEN VALLEY LAKE","GREEN VALLEY LAKE, CA"
NA,NA,"NIIPOMO","NIIPOMO, CA"
NA,NA,"NORTH EDWARDS","NORTH EDWARDS, CA"
NA,NA,"DESERT HOTSPRINGS","DESERT HOTSPRINGS, CA"
NA,NA,"RACHO CUCAMONGA","RACHO CUCAMONGA, CA"
NA,NA,"PALOS VERDES ESTS","PALOS VERDES ESTS, CA"
NA,NA,"BEAR VALLEY CALIFORNIA (POPULA","BEAR VALLEY CALIFORNIA (POPULA, CA"
NA,NA,"SAN LUIS OBIISPI","SAN LUIS OBIISPI, CA"
NA,NA,"ROYAL OAKS","ROYAL OAKS, CA"
NA,NA,"BAKERSFIED","BAKERSFIED, CA"
NA,NA,"CANTHA CREEK","CANTHA CREEK, CA"
NA,NA,"SALEM","SALEM, CA"
NA,NA,"BLUEJAY","BLUEJAY, CA"
NA,NA,"FERNDALE","FERNDALE, CA"
NA,NA,"RANCHO CUCAMONA","RANCHO CUCAMONA, CA"
NA,NA,"IRONS DEL MAR","IRONS DEL MAR, CA"
NA,NA,"PLEASANTVILLE","PLEASANTVILLE, CA"
NA,NA,"VIATA","VIATA, CA"
NA,NA,"EARLIMART","EARLIMART, CA"
NA,NA,"YORBA LINDA CA 92886","YORBA LINDA CA 92886, CA"
NA,NA,"NEWPORT BEACHC","NEWPORT BEACHC, CA"
NA,NA,"LA HONDA","LA HONDA, CA"
NA,NA,"TRABUCA CANYON","TRABUCA CANYON, CA"
NA,NA,"SANTA MARIS","SANTA MARIS, CA"
NA,NA,"PALOS VERDES","PALOS VERDES, CA"
